text,text_clean,label_id,category,panjang_karakter,jumlah_kata,ada_angka,semua_kapital,jumlah_kata_kunci_cocok,kata_makanan,kata_minuman,kata_transportasi,kata_belanja,kata_tagihan,kata_hiburan,kata_kesehatan
1009-Honey Pistachio,1009 honey pistachio,7,lain_lain,20,3,1,0,0,0,0,0,0,0,0,0
KWE BUN SAPI,kwe bun sapi,0,makanan,12,3,0,1,1,1,0,0,0,0,0,0
KWE GR CMP,kwe gr cmp,7,lain_lain,10,3,0,1,0,0,0,0,0,0,0,0
Ayam Asam Manis M,ayam asam manis m,0,makanan,17,4,0,0,1,1,0,0,0,0,0,0
Ikan Gurame Tahu M,ikan gurame tahu m,0,makanan,18,4,0,0,1,1,0,0,0,0,0,0
Pocai 3 Telor M,pocai 3 telor m,7,lain_lain,15,4,1,0,0,0,0,0,0,0,0,0
Sapo Tohu Sea M,sapo tohu sea m,7,lain_lain,15,4,0,0,0,0,0,0,0,0,0,0
Udang Gandum L,udang gandum l,0,makanan,14,3,0,0,1,1,0,0,0,0,0,0
FL Cake-French,fl cake french,0,makanan,14,3,0,0,1,1,0,0,0,0,0,0
Red Velvet S,red velvet s,7,lain_lain,12,3,0,0,0,0,0,0,0,0,0,0
GUARDIAN F/TISUE,guardian f tisue,7,lain_lain,16,3,0,1,0,0,0,0,0,0,0,0
Lemon,lemon,1,minuman,5,1,0,0,1,0,1,0,0,0,0,0
GIANT FCL TISSUE,giant fcl tissue,3,belanja,16,3,0,1,1,0,0,0,1,0,0,0
MITU S/C BLUE,mitu s c blue,0,makanan,13,4,0,1,1,1,0,0,0,0,0,0
PPSODENT TP WHTNG,ppsodent tp whtng,7,lain_lain,17,3,0,1,0,0,0,0,0,0,0,0
FORMULA S/P P,formula s p p,7,lain_lain,13,4,0,1,0,0,0,0,0,0,0,0
NICE TRAVEL PACK,nice travel pack,1,minuman,16,3,0,1,1,0,1,0,0,0,0,0
RICHEESE WFR KJ P,richeese wfr kj p,1,minuman,17,4,0,1,1,0,1,0,0,0,0,0
RICHOCO WFR CH P1,richoco wfr ch p1,7,lain_lain,17,4,1,1,0,0,0,0,0,0,0,0
JERUK LEMON IMP,jeruk lemon imp,1,minuman,15,3,0,1,1,0,1,0,0,0,0,0
GOLIA ACTIV PLS 4,golia activ pls 4,7,lain_lain,17,4,1,1,0,0,0,0,0,0,0,0
S/QUEEN MONTES 50,s queen montes 50,1,minuman,17,4,1,1,1,0,1,0,0,0,0,0
DELFI C/CHA MINIS,delfi c cha minis,0,makanan,17,4,0,1,1,1,0,0,0,0,0,0
WAXING UNDER ARM,waxing under arm,7,lain_lain,16,3,0,1,0,0,0,0,0,0,0,0
Bakpao telur asin,bakpao telur asin,7,lain_lain,17,3,0,0,0,0,0,0,0,0,0,0
Cai Mieo,cai mieo,0,makanan,8,2,0,0,1,1,0,0,0,0,0,0
caisim special,caisim special,7,lain_lain,14,2,0,0,0,0,0,0,0,0,0,0
Carsiupau Ayam,carsiupau ayam,0,makanan,14,2,0,0,1,1,0,0,0,0,0,0
Fish Glue,fish glue,0,makanan,9,2,0,0,1,1,0,0,0,0,0,0
Jamur Isi Ayam,jamur isi ayam,0,makanan,14,3,0,0,2,1,0,0,1,0,0,0
Kailan hongkong,kailan hongkong,7,lain_lain,15,2,0,0,0,0,0,0,0,0,0,0
Kuah Kaldu Ayam,kuah kaldu ayam,0,makanan,15,3,0,0,1,1,0,0,0,0,0,0
Kue Macok,kue macok,7,lain_lain,9,2,0,0,0,0,0,0,0,0,0,0
Pangsit Special,pangsit special,7,lain_lain,15,2,0,0,0,0,0,0,0,0,0,0
Sirloin Roll Enoki,sirloin roll enoki,7,lain_lain,18,3,0,0,0,0,0,0,0,0,0,0
Sutake Kombinasi,sutake kombinasi,0,makanan,16,2,0,0,1,1,0,0,0,0,0,0
Tahu Jepang,tahu jepang,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
Tahu Sandwidh,tahu sandwidh,0,makanan,13,2,0,0,1,1,0,0,0,0,0,0
TOM YAM,tom yam,7,lain_lain,7,2,0,1,0,0,0,0,0,0,0,0
Udon,udon,0,makanan,4,1,0,0,1,1,0,0,0,0,0,0
Chines Tea Green Tea,chines tea green tea,1,minuman,20,4,0,0,1,0,1,0,0,0,0,0
Tahu Isi Ayam,tahu isi ayam,0,makanan,13,3,0,0,1,1,0,0,0,0,0,0
Green tea Dingin,green tea dingin,1,minuman,16,3,0,0,1,0,1,0,0,0,0,0
Bakso Ikan,bakso ikan,0,makanan,10,2,0,0,1,1,0,0,0,0,0,0
MIE + AYAM KATSU TERI...,mie ayam katsu teri,0,makanan,19,4,0,1,1,1,0,0,0,0,0,0
MIE SIRAM AYAM,mie siram ayam,0,makanan,14,3,0,1,1,1,0,0,0,0,0,0
FRENCH FRIES,french fries,1,minuman,12,2,0,1,1,0,1,0,0,0,0,0
PECEL MADIUN,pecel madiun,0,makanan,12,2,0,1,1,1,0,0,0,0,0,0
Crunchy Wings(5) Luisiana,crunchy wings 5 luisiana,7,lain_lain,24,4,1,0,0,0,0,0,0,0,0,0
Bogo (5) Boneless,bogo 5 boneless,1,minuman,15,3,1,0,1,0,1,0,0,0,0,0
FF SoftDrink (M),ff softdrink m,1,minuman,14,3,0,0,1,0,1,0,0,0,0,0
Mush Fritters,mush fritters,7,lain_lain,13,2,0,0,0,0,0,0,0,0,0,0
Se'i Sapi Sambal Lu'at (R),se i sapi sambal lu at r,0,makanan,24,7,0,0,1,1,0,0,0,0,0,0
Lidah Asap Sambal Lu'at ( R ),lidah asap sambal lu at r,7,lain_lain,25,6,0,0,0,0,0,0,0,0,0,0
Jus Jeruk,jus jeruk,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
Cuci,cuci,7,lain_lain,4,1,0,0,0,0,0,0,0,0,0,0
B Pjg/Vr 3,b pjg vr 3,7,lain_lain,10,4,1,0,0,0,0,0,0,0,0,0
HAZELNUT CHOCO III (R),hazelnut choco iii r,7,lain_lain,20,4,0,1,0,0,0,0,0,0,0,0
[MD] SOFT STEAMED CHOCOCAKE,md soft steamed chococake,1,minuman,25,4,0,1,2,1,1,0,0,0,0,0
Spicy Tuna,spicy tuna,7,lain_lain,10,2,0,0,0,0,0,0,0,0,0,0
"SKECHERS GIRLS NO COLOR, 4",skechers girls no color 4,7,lain_lain,25,5,1,1,0,0,0,0,0,0,0,0
[MD] SOFT MORNING ROLL,md soft morning roll,7,lain_lain,20,4,0,1,0,0,0,0,0,0,0,0
REAL HONEY PANCAKE BREAD,real honey pancake bread,0,makanan,24,4,0,1,1,1,0,0,0,0,0,0
JUICE JAMBU,juice jambu,1,minuman,11,2,0,1,2,0,1,0,1,0,0,0
N AYM PENYET SAMBAL MATAH,n aym penyet sambal matah,7,lain_lain,25,5,0,1,0,0,0,0,0,0,0,0
TAHU DOMBA MEMBARA,tahu domba membara,0,makanan,18,3,0,1,1,1,0,0,0,0,0,0
TP KULIT,tp kulit,7,lain_lain,8,2,0,1,0,0,0,0,0,0,0,0
PAIN AU CAFE MOCHA,pain au cafe mocha,1,minuman,18,4,0,1,1,0,1,0,0,0,0,0
Avocado with Rock Salt and Cocoa Cream [L],avocado with rock salt and cocoa cream l,7,lain_lain,40,8,0,0,0,0,0,0,0,0,0,0
Night cream Soybean,night cream soybean,7,lain_lain,19,3,0,0,0,0,0,0,0,0,0,0
SANGU TIMBEL KOMPLIT,sangu timbel komplit,7,lain_lain,20,3,0,1,0,0,0,0,0,0,0,0
SANGU TUTUG ONCOM,sangu tutug oncom,7,lain_lain,17,3,0,1,0,0,0,0,0,0,0,0
TOGE LAUK ASIN,toge lauk asin,7,lain_lain,14,3,0,1,0,0,0,0,0,0,0,0
TERONG BEJEUG,terong bejeug,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
TEH SEREH,teh sereh,1,minuman,9,2,0,1,1,0,1,0,0,0,0,0
GREENTEA BLENDED CREAM,greentea blended cream,1,minuman,22,3,0,1,1,0,1,0,0,0,0,0
Nasgor Jawa,nasgor jawa,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
Jeruk Panas,jeruk panas,1,minuman,11,2,0,0,1,0,1,0,0,0,0,0
KRPU MCN TIM 700,krpu mcn tim 700,7,lain_lain,16,4,1,1,0,0,0,0,0,0,0,0
AYM RBS 1 EKOR,aym rbs 1 ekor,7,lain_lain,14,4,1,1,0,0,0,0,0,0,0,0
IKAN MALAS 650GR,ikan malas 650gr,0,makanan,16,3,1,1,1,1,0,0,0,0,0,0
Cheese Tart Original,cheese tart original,1,minuman,20,3,0,0,1,0,1,0,0,0,0,0
FL Mille Crepes -,fl mille crepes,1,minuman,15,3,0,0,2,1,1,0,0,0,0,0
MINERALWATER,mineralwater,1,minuman,12,1,0,1,3,1,1,0,0,1,0,0
PAKET NYLON HEADBAND,paket nylon headband,7,lain_lain,20,3,0,1,0,0,0,0,0,0,0,0
Paket KP1,paket kp1,7,lain_lain,9,2,1,0,0,0,0,0,0,0,0,0
Yi Fu Mies Small,yi fu mies small,1,minuman,16,4,0,0,2,1,1,0,0,0,0,0
Bakmi Ayam,bakmi ayam,0,makanan,10,2,0,0,1,1,0,0,0,0,0,0
1/2 Baso Sapi,1 2 baso sapi,0,makanan,13,4,1,0,1,1,0,0,0,0,0,0
Chicken Mushroom Puf f,chicken mushroom puf f,0,makanan,22,4,0,0,1,1,0,0,0,0,0,0
LS TOILETBRUSH102,ls toiletbrush102,7,lain_lain,17,2,1,1,0,0,0,0,0,0,0,0
TAMMIA 259,tammia 259,0,makanan,10,2,1,1,1,1,0,0,0,0,0,0
WDH SUN GEL 40ML,wdh sun gel 40ml,7,lain_lain,16,4,1,1,0,0,0,0,0,0,0,0
TAM 424 BUFFER 219,tam 424 buffer 219,7,lain_lain,18,4,1,1,0,0,0,0,0,0,0,0
SIKAT BOTOL/BSC,sikat botol bsc,2,transportasi,15,3,0,1,2,0,0,1,1,0,0,0
GOCUJANG H.200G,gocujang h 200g,7,lain_lain,15,3,1,1,0,0,0,0,0,0,0,0
PM CABE HIJAU CURA,pm cabe hijau cura,7,lain_lain,18,4,0,1,0,0,0,0,0,0,0,0
TIMUN JEPANG,timun jepang,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
KONGKEE TOFU JEPUN,kongkee tofu jepun,7,lain_lain,18,3,0,1,0,0,0,0,0,0,0,0
+PALM SHW GEL 450,palm shw gel 450,7,lain_lain,16,4,1,1,0,0,0,0,0,0,0,0
MIE MERAH PG,mie merah pg,0,makanan,12,3,0,1,1,1,0,0,0,0,0,0
MIE CINCANG,mie cincang,0,makanan,11,2,0,1,1,1,0,0,0,0,0,0
Dimsum,dimsum,0,makanan,6,1,0,0,1,1,0,0,0,0,0,0
Ice thai tea,ice thai tea,1,minuman,12,3,0,0,1,0,1,0,0,0,0,0
PAKET WEEKEND 1,paket weekend 1,7,lain_lain,15,3,1,1,0,0,0,0,0,0,0,0
PAKET WEEKEND 2,paket weekend 2,7,lain_lain,15,3,1,1,0,0,0,0,0,0,0,0
KOPI HITAM,kopi hitam,1,minuman,10,2,0,1,1,0,1,0,0,0,0,0
ES BATU,es batu,1,minuman,7,2,0,1,1,0,1,0,0,0,0,0
DIHUN CAMPUR,dihun campur,7,lain_lain,12,2,0,1,0,0,0,0,0,0,0,0
1066-Choconut Bun,1066 choconut bun,0,makanan,17,3,1,0,1,1,0,0,0,0,0,0
GRILLED BABY POTATO ( R,grilled baby potato r,7,lain_lain,21,4,0,1,0,0,0,0,0,0,0,0
HOT TUNA,hot tuna,1,minuman,8,2,0,1,1,0,1,0,0,0,0,0
Es Kopi Rupa,es kopi rupa,1,minuman,12,3,0,0,1,0,1,0,0,0,0,0
Kopi Susu Kolonel,kopi susu kolonel,1,minuman,17,3,0,0,1,0,1,0,0,0,0,0
S-Ovaltine 50%,s ovaltine 50,7,lain_lain,13,3,1,0,0,0,0,0,0,0,0,0
M-Caramel Black Tea,m caramel black tea,1,minuman,19,4,0,0,1,0,1,0,0,0,0,0
LE MINERAL,le mineral,1,minuman,10,2,0,1,2,1,1,0,0,0,0,0
Choco Devil,choco devil,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
TALAM UNGU,talam ungu,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
Serbu 1,serbu 1,7,lain_lain,7,2,1,0,0,0,0,0,0,0,0,0
Choco Peanut Bread,choco peanut bread,7,lain_lain,18,3,0,0,0,0,0,0,0,0,0,0
Se'I Sapi Sambal Matah ( R ),se i sapi sambal matah r,0,makanan,24,6,0,0,1,1,0,0,0,0,0,0
Se'I Sapi Lada Hitam (J),se i sapi lada hitam j,0,makanan,22,6,0,0,1,1,0,0,0,0,0,0
Milk Shake Coklat,milk shake coklat,1,minuman,17,3,0,0,2,1,1,0,0,0,0,0
MINERAL 600 ML,mineral 600 ml,1,minuman,14,3,1,1,2,1,1,0,0,0,0,0
BULGOGI RICE R,bulgogi rice r,1,minuman,14,3,0,1,2,1,1,0,0,0,0,0
LEMONADE 16OZ,lemonade 16oz,1,minuman,13,2,1,1,1,0,1,0,0,0,0,0
beef C roll 3pcs,beef c roll 3pcs,0,makanan,16,4,1,0,1,1,0,0,0,0,0,0
kaya bred,kaya bred,7,lain_lain,9,2,0,0,0,0,0,0,0,0,0,0
FUTAMI 17 GREEN TEA (CLAS,futami 17 green tea clas,1,minuman,24,5,1,1,2,1,1,0,0,0,0,0
GRAIN CROQUE MONSIEUR,grain croque monsieur,7,lain_lain,21,3,0,1,0,0,0,0,0,0,0,0
JAMUR,jamur,3,belanja,5,1,0,1,1,0,0,0,1,0,0,0
TAHU,tahu,0,makanan,4,1,0,1,1,1,0,0,0,0,0,0
Mango Lemon Tea,mango lemon tea,1,minuman,15,3,0,0,1,0,1,0,0,0,0,0
Sliders Set,sliders set,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
Chicken Vege Rice Bowl,chicken vege rice bowl,1,minuman,22,4,0,0,2,1,1,0,0,0,0,0
Discount BCA 15%,discount bca 15,7,lain_lain,15,3,1,0,0,0,0,0,0,0,0,0
RedVelvet Nutella,redvelvet nutella,7,lain_lain,17,2,0,0,0,0,0,0,0,0,0,0
REAL CHEESE INSIDE BREAD,real cheese inside bread,1,minuman,24,4,0,1,1,0,1,0,0,0,0,0
HAM CHEESE FLAT BREAD,ham cheese flat bread,1,minuman,21,4,0,1,1,0,1,0,0,0,0,0
Sop Sui Jiao,sop sui jiao,0,makanan,12,3,0,0,1,1,0,0,0,0,0,0
Siomay Kmbinasi,siomay kmbinasi,0,makanan,15,2,0,0,1,1,0,0,0,0,0,0
Leng Hong Kien,leng hong kien,7,lain_lain,14,3,0,0,0,0,0,0,0,0,0,0
Mie Trsi Kgkung,mie trsi kgkung,0,makanan,15,3,0,0,1,1,0,0,0,0,0,0
Es Teh Tawar,es teh tawar,1,minuman,12,3,0,0,1,0,1,0,0,0,0,0
NASI MERAH/PUTIH,nasi merah putih,0,makanan,16,3,0,1,1,1,0,0,0,0,0,0
SAYUR,sayur,0,makanan,5,1,0,1,1,1,0,0,0,0,0,0
KERUPUK/SAMBEL,kerupuk sambel,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
MINUMAN KEMASAN/REFILL,minuman kemasan refill,1,minuman,22,3,0,1,2,1,1,0,0,0,0,0
REDBEAN BRE/D,redbean bre d,7,lain_lain,13,3,0,1,0,0,0,0,0,0,0,0
FRANKFRUT S/USAGE ROLL,frankfrut s usage roll,7,lain_lain,22,4,0,1,0,0,0,0,0,0,0,0
ICED HIBISCUS LYCHEE TEA,iced hibiscus lychee tea,1,minuman,24,4,0,1,1,0,1,0,0,0,0,0
GRILLED BABY POTATO (R,grilled baby potato r,7,lain_lain,21,4,0,1,0,0,0,0,0,0,0,0
TRUFFLE CREAM,truffle cream,7,lain_lain,13,2,0,1,0,0,0,0,0,0,0,0
- Gyro Platter Regular,gyro platter regular,1,minuman,20,3,0,0,1,0,1,0,0,0,0,0
TERONG,terong,7,lain_lain,6,1,0,1,0,0,0,0,0,0,0,0
PARU,paru,7,lain_lain,4,1,0,1,0,0,0,0,0,0,0,0
SBL GR ATI/AMPLA,sbl gr ati ampla,7,lain_lain,16,4,0,1,0,0,0,0,0,0,0,0
Gojek Chicken Chilli Sauce H,gojek chicken chilli sauce h,0,makanan,28,5,0,0,2,1,0,1,0,0,0,0
Gojek Chicken Soy Sauce F,gojek chicken soy sauce f,0,makanan,25,5,0,0,2,1,0,1,0,0,0,0
Gojek French Fries,gojek french fries,1,minuman,18,3,0,0,2,0,1,1,0,0,0,0
SUNDUBU(TUKBEGI) CHAM KKOT SAL,sundubu tukbegi cham kkot sal,7,lain_lain,29,5,0,1,0,0,0,0,0,0,0,0
U SEOL,u seol,7,lain_lain,6,2,0,1,0,0,0,0,0,0,0,0
ICE COFFE MIX,ice coffe mix,1,minuman,13,3,0,1,2,1,1,0,0,0,0,0
ICE BLACK COFFE,ice black coffe,1,minuman,15,3,0,1,1,0,1,0,0,0,0,0
ROTI UNYIL,roti unyil,0,makanan,10,2,0,1,1,1,0,0,0,0,0,0
PAPER BAG BESAR,paper bag besar,1,minuman,15,3,0,1,2,0,1,0,1,0,0,0
MARBLE CASTELA,marble castela,7,lain_lain,14,2,0,1,0,0,0,0,0,0,0,0
SB 1 OR,sb 1 or,7,lain_lain,7,3,1,1,0,0,0,0,0,0,0,0
Chokocha Flt,chokocha flt,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
Bbq Bento,bbq bento,7,lain_lain,9,2,0,0,0,0,0,0,0,0,0,0
KENTHIR 2,kenthir 2,7,lain_lain,9,2,1,1,0,0,0,0,0,0,0,0
KOL GORENG,kol goreng,0,makanan,10,2,0,1,1,1,0,0,0,0,0,0
TEH MANIS,teh manis,1,minuman,9,2,0,1,1,0,1,0,0,0,0,0
Cha Keaw L...,cha keaw l,7,lain_lain,10,3,0,0,0,0,0,0,0,0,0,0
Thai Iced T. .x1,thai iced t x1,1,minuman,14,4,1,0,1,0,1,0,0,0,0,0
SEAFOOD MARINARA,seafood marinara,7,lain_lain,16,2,0,1,0,0,0,0,0,0,0,0
CREAMY MARINARA SALMON,creamy marinara salmon,7,lain_lain,22,3,0,1,0,0,0,0,0,0,0,0
LYCHEE ICE TEA,lychee ice tea,1,minuman,14,3,0,1,1,0,1,0,0,0,0,0
XLB Org Pork 10x,xlb org pork 10x,7,lain_lain,16,4,1,0,0,0,0,0,0,0,0,0
Sicito Babi,sicito babi,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
Hotplate Tahu,hotplate tahu,1,minuman,13,2,0,0,2,1,1,0,0,0,0,0
DF Fish Fillet Garlc,df fish fillet garlc,0,makanan,20,4,0,0,1,1,0,0,0,0,0,0
LM Pork Belly,lm pork belly,7,lain_lain,13,3,0,0,0,0,0,0,0,0,0,0
Siew Mai,siew mai,7,lain_lain,8,2,0,0,0,0,0,0,0,0,0,0
Kwan Yin Cup,kwan yin cup,7,lain_lain,12,3,0,0,0,0,0,0,0,0,0,0
Herbal Jelly,herbal jelly,7,lain_lain,12,2,0,0,0,0,0,0,0,0,0,0
Onde-Onde,onde onde,7,lain_lain,9,2,0,0,0,0,0,0,0,0,0,0
VANILLA CHOCO HEART CAKE,vanilla choco heart cake,0,makanan,24,4,0,1,1,1,0,0,0,0,0,0
Populaire Chocolate,populaire chocolate,1,minuman,19,2,0,0,2,0,1,0,0,1,0,0
Paddle Pop Choco Magma,paddle pop choco magma,7,lain_lain,22,4,0,0,0,0,0,0,0,0,0,0
French Fries,french fries,1,minuman,12,2,0,0,1,0,1,0,0,0,0,0
Cheese Burger,cheese burger,1,minuman,13,2,0,0,2,1,1,0,0,0,0,0
SOTO MEDAN+NASI,soto medan nasi,0,makanan,15,3,0,1,1,1,0,0,0,0,0,0
GADO-GADO,gado gado,0,makanan,9,2,0,1,1,1,0,0,0,0,0,0
SOTO BETAWI + NASI,soto betawi nasi,0,makanan,16,3,0,1,1,1,0,0,0,0,0,0
KaraageCurryTeishoku,karaagecurryteishoku,7,lain_lain,20,1,0,0,0,0,0,0,0,0,0,0
Lemon Plate,lemon plate,1,minuman,11,2,0,0,1,0,1,0,0,0,0,0
Dum Dum Thai Coffee,dum dum thai coffee,1,minuman,19,4,0,0,1,0,1,0,0,0,0,0
Ori Bento,ori bento,7,lain_lain,9,2,0,0,0,0,0,0,0,0,0,0
Mango Float,mango float,7,lain_lain,11,2,0,0,0,0,0,0,0,0,0,0
F.Wngr GES-HC,f wngr ges hc,1,minuman,13,4,0,0,1,0,1,0,0,0,0,0
Enting2 Dua Bandeng Ori,enting2 dua bandeng ori,7,lain_lain,23,4,1,0,0,0,0,0,0,0,0,0
TAHU BAKSO Grg Ayam VC [biji,tahu bakso grg ayam vc biji,0,makanan,27,6,0,0,1,1,0,0,0,0,0,0
Soto Betawi,soto betawi,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
Crab Stick,crab stick,7,lain_lain,10,2,0,0,0,0,0,0,0,0,0,0
Bakso Lobster,bakso lobster,0,makanan,13,2,0,0,1,1,0,0,0,0,0,0
Sawi Putih,sawi putih,7,lain_lain,10,2,0,0,0,0,0,0,0,0,0,0
Jamur Enoki,jamur enoki,3,belanja,11,2,0,0,1,0,0,0,1,0,0,0
Maling,maling,7,lain_lain,6,1,0,0,0,0,0,0,0,0,0,0
Sate Padang,sate padang,0,makanan,11,2,0,0,1,1,0,0,0,0,0,0
SURIMI,surimi,0,makanan,6,1,0,1,1,1,0,0,0,0,0,0
CREAMY CHK CLS FTC,creamy chk cls ftc,7,lain_lain,18,4,0,1,0,0,0,0,0,0,0,0
MIX 4FUN CHOCOLATE,mix 4fun chocolate,1,minuman,18,3,1,1,2,1,1,0,0,0,0,0
GREEN ITSODA PITCHER,green itsoda pitcher,1,minuman,20,3,0,1,1,0,1,0,0,0,0,0
SC/R GRILLED STEAK,sc r grilled steak,1,minuman,18,4,0,1,2,1,1,0,0,0,0,0
PEARL CHOCO TEA,pearl choco tea,1,minuman,15,3,0,1,1,0,1,0,0,0,0,0
GREEN TEA LYCHEE,green tea lychee,1,minuman,16,3,0,1,1,0,1,0,0,0,0,0
TUTUP SEAL,tutup seal,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
CUP 14 OZ,cup 14 oz,7,lain_lain,9,3,1,1,0,0,0,0,0,0,0,0
S-Milk tea,s milk tea,1,minuman,10,3,0,0,2,1,1,0,0,0,0,0
HAZELNUT CHOCO MT (R),hazelnut choco mt r,7,lain_lain,19,4,0,1,0,0,0,0,0,0,0,0
M-Passion Fruit Mac,m passion fruit mac,7,lain_lain,19,4,0,0,0,0,0,0,0,0,0,0
PAKET BER4 UP3,paket ber4 up3,7,lain_lain,14,3,1,1,0,0,0,0,0,0,0,0
Chocochip & Walnut,chocochip walnut,7,lain_lain,16,2,0,0,0,0,0,0,0,0,0,0
Plastic Bag Small,plastic bag small,3,belanja,17,3,0,0,1,0,0,0,1,0,0,0
REGULAR,regular,7,lain_lain,7,1,0,1,0,0,0,0,0,0,0,0
K7 1217,k7 1217,7,lain_lain,7,2,1,1,0,0,0,0,0,0,0,0
<FC Winger HC,fc winger hc,7,lain_lain,12,3,0,0,0,0,0,0,0,0,0,0
PAKET BER4,paket ber4,7,lain_lain,10,2,1,1,0,0,0,0,0,0,0,0
50% CHICKEN ROYAL,50 chicken royal,0,makanan,16,3,1,1,1,1,0,0,0,0,0,0
SAYAP,sayap,7,lain_lain,5,1,0,1,0,0,0,0,0,0,0,0
PAHA BAWAH,paha bawah,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
-TICKET CP,ticket cp,2,transportasi,9,2,0,1,2,0,0,1,0,0,1,0
J.STB PROMO,j stb promo,7,lain_lain,11,3,0,1,0,0,0,0,0,0,0,0
Y.B.BAT,y b bat,7,lain_lain,7,3,0,1,0,0,0,0,0,0,0,0
Y.BASO PROM,y baso prom,0,makanan,11,3,0,1,1,1,0,0,0,0,0,0
JASMINE MT ( L ),jasmine mt l,0,makanan,12,3,0,1,1,1,0,0,0,0,0,0
DONAT GULA,donat gula,7,lain_lain,10,2,0,1,0,0,0,0,0,0,0,0
ICE BLACKCOFFE,ice blackcoffe,1,minuman,14,2,0,1,1,0,1,0,0,0,0,0
AVOCADO COFFEE,avocado coffee,1,minuman,14,2,0,1,1,0,1,0,0,0,0,0
CHIKEN KATSU FF,chiken katsu ff,7,lain_lain,15,3,0,1,0,0,0,0,0,0,0,0
CHOCO CUS ARD PASTRY,choco cus ard pastry,7,lain_lain,20,4,0,1,0,0,0,0,0,0,0,0
Kupon 15,kupon 15,7,lain_lain,8,2,1,0,0,0,0,0,0,0,0,0
Bumbu Kaldu Ayam 1,bumbu kaldu ayam 1,0,makanan,18,4,1,0,1,1,0,0,0,0,0,0
BANABERRY FRESH CREAM CAK,banaberry fresh cream cak,1,minuman,25,4,0,1,1,0,1,0,0,0,0,0
BLUS WANITA,blus wanita,7,lain_lain,11,2,0,1,0,0,0,0,0,0,0,0
SHOPPING BAG,shopping bag,3,belanja,12,2,0,1,1,0,0,0,1,0,0,0
RedVelvet Cheese Slc,redvelvet cheese slc,1,minuman,20,3,0,0,1,0,1,0,0,0,0,0
Chicken Baked Rice,chicken baked rice,1,minuman,18,3,0,0,2,1,1,0,0,0,0,0
Fish n Chips,fish n chips,0,makanan,12,3,0,0,1,1,0,0,0,0,0,0
Mushroom Soup,mushroom soup,0,makanan,13,2,0,0,1,1,0,0,0,0,0,0
Chamomile,chamomile,0,makanan,9,1,0,0,1,1,0,0,0,0,0,0
Iced Tea,iced tea,1,minuman,8,2,0,0,1,0,1,0,0,0,0,0
[LG] BLACK SAKURA,lg black sakura,7,lain_lain,15,3,0,1,0,0,0,0,0,0,0,0
IVINERAL WATER (bundling) 5k,ivineral water bundling 5k,1,minuman,26,4,1,0,3,1,1,0,0,1,0,0
Goblin's Mace,goblin s mace,7,lain_lain,13,3,0,0,0,0,0,0,0,0,0,0
Mozarella Hot Dog,mozarella hot dog,1,minuman,17,3,0,0,1,0,1,0,0,0,0,0
Chili Pepper Croquette,chili pepper croquette,7,lain_lain,22,3,0,0,0,0,0,0,0,0,0,0
Cheese Croquette,cheese croquette,1,minuman,16,2,0,0,1,0,1,0,0,0,0,0
Plastik Amook,plastik amook,3,belanja,13,2,0,0,1,0,0,0,1,0,0,0
Plastik Putih Take Away,plastik putih take away,3,belanja,23,4,0,0,1,0,0,0,1,0,0,0
Propolis Cair,propolis cair,1,minuman,13,2,0,0,2,0,1,0,0,1,0,0
AMBUSH DBL CHS,ambush dbl chs,2,transportasi,14,3,0,1,1,0,0,1,0,0,0,0
AMBUSH CHS BUR,ambush chs bur,2,transportasi,14,3,0,1,1,0,0,1,0,0,0,0
cashew nuts chkn,cashew nuts chkn,7,lain_lain,16,3,0,0,0,0,0,0,0,0,0,0
garlic pepper beef,garlic pepper beef,0,makanan,18,3,0,0,1,1,0,0,0,0,0,0
red curry beef,red curry beef,0,makanan,14,3,0,0,1,1,0,0,0,0,0,0
phad thai,phad thai,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
steamed rice,steamed rice,1,minuman,12,2,0,0,2,1,1,0,0,0,0,0
NASI GOR SFD TLR,nasi gor sfd tlr,0,makanan,16,4,0,1,1,1,0,0,0,0,0,0
Nasi Cap Cay Porsi B esar,nasi cap cay porsi b esar,1,minuman,25,6,0,0,2,1,1,0,0,0,0,0
Teh Tawar,teh tawar,1,minuman,9,2,0,0,1,0,1,0,0,0,0,0
Fu Yung Hai,fu yung hai,7,lain_lain,11,3,0,0,0,0,0,0,0,0,0,0
Kupon 3,kupon 3,7,lain_lain,7,2,1,0,0,0,0,0,0,0,0,0
