text,label_id,category,sumber
(Goreng)Ayam Gyoza,0,makanan,cord_v1
Mineral water(normal),1,minuman,cord_v1
Spaghetti Deluxe,5,hiburan,cord_v1
Hot Dog W Cheese,1,minuman,cord_v1
ROTI,0,makanan,cord_v1
CHUM CHURUM,7,lain_lain,cord_v1
CHAMISUL,0,makanan,cord_v1
CHULPAN CHEESE DAK GALBI,1,minuman,cord_v1
CREAM TEOK PO KI,7,lain_lain,cord_v1
CHUM CHURUM PEACH,7,lain_lain,cord_v1
CHAM KKOT SAL,7,lain_lain,cord_v1
U SAM GYEOP,7,lain_lain,cord_v1
CHEESE GAMJAJEON,1,minuman,cord_v1
BIHUN CAMPUR,7,lain_lain,cord_v1
JERUK MURNI,1,minuman,cord_v1
ES NONA REGULAR,1,minuman,cord_v1
ORIGINAL SALT,7,lain_lain,cord_v1
SIRSAK,7,lain_lain,cord_v1
SUNKIST,7,lain_lain,cord_v1
CHEESE ROLLS 6PCS,1,minuman,cord_v1
PAKET BER2 UP1,7,lain_lain,cord_v1
PAKET BER4 UP2,7,lain_lain,cord_v1
MOKDENGSIM,7,lain_lain,cord_v1
JINSENG SAMGYETANG,7,lain_lain,cord_v1
PAJON,7,lain_lain,cord_v1
BIR BINTANG BOTOL ( ),2,transportasi,cord_v1
BULGOGI BIBIMBAB,7,lain_lain,cord_v1
STBERRY MT (L) TOPPING,7,lain_lain,cord_v1
UDG GR TLUR ASIN =*MEDIUM*=,7,lain_lain,cord_v1
SAPO TH SEAFOOD =*MEDIUM*=,7,lain_lain,cord_v1
BIHUN GORENG JJ =*MEDIUM*=,0,makanan,cord_v1
OYONG 3 TELOR =*MEDIUM*=,7,lain_lain,cord_v1
Luxury Jolie Mi,0,makanan,cord_v1
HOLDAK SET 1,7,lain_lain,cord_v1
AMOUSH DBL CHS BURG,7,lain_lain,cord_v1
SHARKIE FREEZE,7,lain_lain,cord_v1
DINE FOR 2,7,lain_lain,cord_v1
golden,7,lain_lain,cord_v1
ON TAMA UDON (HOT),1,minuman,cord_v1
ABURA UDON (ORIGINAL),0,makanan,cord_v1
GREEN BEAN KAKIAGE,7,lain_lain,cord_v1
EGG TEMPURA,7,lain_lain,cord_v1
BEEF CROQUETTE,0,makanan,cord_v1
TERITAMA 4 PCS,7,lain_lain,cord_v1
CRUNCHY CHOC,7,lain_lain,cord_v1
FREE LILIN SPIRAL,7,lain_lain,cord_v1
SmokeBeef + NuTea,1,minuman,cord_v1
Ayam Goreng Crispy Spicy,0,makanan,cord_v1
Capcai Seafood,7,lain_lain,cord_v1
Soup Baso Ikan,0,makanan,cord_v1
Puppy Pao,7,lain_lain,cord_v1
Roasted Milk Tea,1,minuman,cord_v1
TEH PUCUK,1,minuman,cord_v1
SPICY C CHEESE,1,minuman,cord_v1
TAKEOUT(1): Viet Latte,1,minuman,cord_v1
1023-Chocochip & Walnut,7,lain_lain,cord_v1
Goban Puas C,7,lain_lain,cord_v1
AIR MINERAL,1,minuman,cord_v1
I TRIPL CHZ,7,lain_lain,cord_v1
I SPECIAL SBL MATAH,7,lain_lain,cord_v1
I ROA GORENG SPC,0,makanan,cord_v1
E Money Justice Leag,1,minuman,cord_v1
MEDIUM FRIES,1,minuman,cord_v1
REGULAR COKE,7,lain_lain,cord_v1
K11 CHOCO 1217,7,lain_lain,cord_v1
Sprite (L).,1,minuman,cord_v1
Extra Jelly Lychee.,7,lain_lain,cord_v1
M-Ovaltine Macchiat,7,lain_lain,cord_v1
M-Konjac Milk Tea,1,minuman,cord_v1
1009-Honey Pistachio,7,lain_lain,cord_v1
KWE BUN SAPI,0,makanan,cord_v1
KWE GR CMP,7,lain_lain,cord_v1
Ayam Asam Manis M,0,makanan,cord_v1
Ikan Gurame Tahu M,0,makanan,cord_v1
Pocai 3 Telor M,7,lain_lain,cord_v1
Sapo Tohu Sea M,7,lain_lain,cord_v1
Udang Gandum L,0,makanan,cord_v1
FL Cake-French,0,makanan,cord_v1
Red Velvet S,7,lain_lain,cord_v1
GUARDIAN F/TISUE,7,lain_lain,cord_v1
Lemon,1,minuman,cord_v1
GIANT FCL TISSUE,3,belanja,cord_v1
MITU S/C BLUE,0,makanan,cord_v1
PPSODENT TP WHTNG,7,lain_lain,cord_v1
FORMULA S/P P,7,lain_lain,cord_v1
NICE TRAVEL PACK,1,minuman,cord_v1
RICHEESE WFR KJ P,1,minuman,cord_v1
RICHOCO WFR CH P1,7,lain_lain,cord_v1
JERUK LEMON IMP,1,minuman,cord_v1
GOLIA ACTIV PLS 4,7,lain_lain,cord_v1
S/QUEEN MONTES 50,1,minuman,cord_v1
DELFI C/CHA MINIS,0,makanan,cord_v1
WAXING UNDER ARM,7,lain_lain,cord_v1
Bakpao telur asin,7,lain_lain,cord_v1
Cai Mieo,0,makanan,cord_v1
caisim special,7,lain_lain,cord_v1
Carsiupau Ayam,0,makanan,cord_v1
Fish Glue,0,makanan,cord_v1
Jamur Isi Ayam,0,makanan,cord_v1
Kailan hongkong,7,lain_lain,cord_v1
Kuah Kaldu Ayam,0,makanan,cord_v1
Kue Macok,7,lain_lain,cord_v1
Pangsit Special,7,lain_lain,cord_v1
Sirloin Roll Enoki,7,lain_lain,cord_v1
Sutake Kombinasi,0,makanan,cord_v1
Tahu Jepang,0,makanan,cord_v1
Tahu Sandwidh,0,makanan,cord_v1
TOM YAM,7,lain_lain,cord_v1
Chines Tea Green Tea,1,minuman,cord_v1
Tahu Isi Ayam,0,makanan,cord_v1
Green tea Dingin,1,minuman,cord_v1
Bakso Ikan,0,makanan,cord_v1
MIE + AYAM KATSU TERI...,0,makanan,cord_v1
MIE SIRAM AYAM,0,makanan,cord_v1
FRENCH FRIES,1,minuman,cord_v1
PECEL MADIUN,0,makanan,cord_v1
Crunchy Wings(5) Luisiana,7,lain_lain,cord_v1
Bogo (5) Boneless,1,minuman,cord_v1
FF SoftDrink (M),1,minuman,cord_v1
Mush Fritters,7,lain_lain,cord_v1
Se'i Sapi Sambal Lu'at (R),0,makanan,cord_v1
Lidah Asap Sambal Lu'at ( R ),7,lain_lain,cord_v1
Cuci,7,lain_lain,cord_v1
B Pjg/Vr 3,7,lain_lain,cord_v1
HAZELNUT CHOCO III (R),7,lain_lain,cord_v1
[MD] SOFT STEAMED CHOCOCAKE,1,minuman,cord_v1
Spicy Tuna,7,lain_lain,cord_v1
"SKECHERS GIRLS NO COLOR, 4",7,lain_lain,cord_v1
[MD] SOFT MORNING ROLL,7,lain_lain,cord_v1
REAL HONEY PANCAKE BREAD,0,makanan,cord_v1
JUICE JAMBU,1,minuman,cord_v1
N AYM PENYET SAMBAL MATAH,7,lain_lain,cord_v1
TAHU DOMBA MEMBARA,0,makanan,cord_v1
TP KULIT,7,lain_lain,cord_v1
PAIN AU CAFE MOCHA,1,minuman,cord_v1
Avocado with Rock Salt and Cocoa Cream [L],7,lain_lain,cord_v1
Night cream Soybean,7,lain_lain,cord_v1
SANGU TIMBEL KOMPLIT,7,lain_lain,cord_v1
SANGU TUTUG ONCOM,7,lain_lain,cord_v1
TOGE LAUK ASIN,7,lain_lain,cord_v1
TERONG BEJEUG,7,lain_lain,cord_v1
TEH SEREH,1,minuman,cord_v1
GREENTEA BLENDED CREAM,1,minuman,cord_v1
Nasgor Jawa,7,lain_lain,cord_v1
Jeruk Panas,1,minuman,cord_v1
KRPU MCN TIM 700,7,lain_lain,cord_v1
AYM RBS 1 EKOR,7,lain_lain,cord_v1
IKAN MALAS 650GR,0,makanan,cord_v1
Cheese Tart Original,1,minuman,cord_v1
FL Mille Crepes -,1,minuman,cord_v1
MINERALWATER,1,minuman,cord_v1
PAKET NYLON HEADBAND,7,lain_lain,cord_v1
Paket KP1,7,lain_lain,cord_v1
Yi Fu Mies Small,1,minuman,cord_v1
Bakmi Ayam,0,makanan,cord_v1
1/2 Baso Sapi,0,makanan,cord_v1
Chicken Mushroom Puf f,0,makanan,cord_v1
LS TOILETBRUSH102,7,lain_lain,cord_v1
TAMMIA 259,0,makanan,cord_v1
WDH SUN GEL 40ML,7,lain_lain,cord_v1
TAM 424 BUFFER 219,7,lain_lain,cord_v1
SIKAT BOTOL/BSC,2,transportasi,cord_v1
GOCUJANG H.200G,7,lain_lain,cord_v1
PM CABE HIJAU CURA,7,lain_lain,cord_v1
TIMUN JEPANG,7,lain_lain,cord_v1
KONGKEE TOFU JEPUN,7,lain_lain,cord_v1
+PALM SHW GEL 450,7,lain_lain,cord_v1
MIE MERAH PG,0,makanan,cord_v1
MIE CINCANG,0,makanan,cord_v1
Ice thai tea,1,minuman,cord_v1
PAKET WEEKEND 1,7,lain_lain,cord_v1
PAKET WEEKEND 2,7,lain_lain,cord_v1
KOPI HITAM,1,minuman,cord_v1
ES BATU,1,minuman,cord_v1
DIHUN CAMPUR,7,lain_lain,cord_v1
1066-Choconut Bun,0,makanan,cord_v1
GRILLED BABY POTATO ( R,7,lain_lain,cord_v1
HOT TUNA,1,minuman,cord_v1
Es Kopi Rupa,1,minuman,cord_v1
S-Ovaltine 50%,7,lain_lain,cord_v1
M-Caramel Black Tea,1,minuman,cord_v1
LE MINERAL,1,minuman,cord_v1
Choco Devil,7,lain_lain,cord_v1
TALAM UNGU,7,lain_lain,cord_v1
Serbu 1,7,lain_lain,cord_v1
Choco Peanut Bread,7,lain_lain,cord_v1
Se'I Sapi Sambal Matah ( R ),0,makanan,cord_v1
Se'I Sapi Lada Hitam (J),0,makanan,cord_v1
Milk Shake Coklat,1,minuman,cord_v1
MINERAL 600 ML,1,minuman,cord_v1
BULGOGI RICE R,1,minuman,cord_v1
LEMONADE 16OZ,1,minuman,cord_v1
beef C roll 3pcs,0,makanan,cord_v1
kaya bred,7,lain_lain,cord_v1
FUTAMI 17 GREEN TEA (CLAS,1,minuman,cord_v1
GRAIN CROQUE MONSIEUR,7,lain_lain,cord_v1
JAMUR,3,belanja,cord_v1
TAHU,0,makanan,cord_v1
Mango Lemon Tea,1,minuman,cord_v1
Sliders Set,7,lain_lain,cord_v1
Chicken Vege Rice Bowl,1,minuman,cord_v1
Discount BCA 15%,7,lain_lain,cord_v1
RedVelvet Nutella,7,lain_lain,cord_v1
REAL CHEESE INSIDE BREAD,1,minuman,cord_v1
HAM CHEESE FLAT BREAD,1,minuman,cord_v1
Sop Sui Jiao,0,makanan,cord_v1
Siomay Kmbinasi,0,makanan,cord_v1
Leng Hong Kien,7,lain_lain,cord_v1
Mie Trsi Kgkung,0,makanan,cord_v1
Es Teh Tawar,1,minuman,cord_v1
NASI MERAH/PUTIH,0,makanan,cord_v1
SAYUR,0,makanan,cord_v1
KERUPUK/SAMBEL,7,lain_lain,cord_v1
MINUMAN KEMASAN/REFILL,1,minuman,cord_v1
REDBEAN BRE/D,7,lain_lain,cord_v1
FRANKFRUT S/USAGE ROLL,7,lain_lain,cord_v1
ICED HIBISCUS LYCHEE TEA,1,minuman,cord_v1
GRILLED BABY POTATO (R,7,lain_lain,cord_v1
TRUFFLE CREAM,7,lain_lain,cord_v1
- Gyro Platter Regular,1,minuman,cord_v1
TERONG,7,lain_lain,cord_v1
PARU,7,lain_lain,cord_v1
SBL GR ATI/AMPLA,7,lain_lain,cord_v1
Gojek Chicken Chilli Sauce H,0,makanan,cord_v1
Gojek Chicken Soy Sauce F,0,makanan,cord_v1
Gojek French Fries,1,minuman,cord_v1
SUNDUBU(TUKBEGI) CHAM KKOT SAL,7,lain_lain,cord_v1
U SEOL,7,lain_lain,cord_v1
ICE COFFE MIX,1,minuman,cord_v1
ICE BLACK COFFE,1,minuman,cord_v1
ROTI UNYIL,0,makanan,cord_v1
PAPER BAG BESAR,1,minuman,cord_v1
MARBLE CASTELA,7,lain_lain,cord_v1
SB 1 OR,7,lain_lain,cord_v1
Chokocha Flt,7,lain_lain,cord_v1
Bbq Bento,7,lain_lain,cord_v1
KENTHIR 2,7,lain_lain,cord_v1
KOL GORENG,0,makanan,cord_v1
Cha Keaw L...,7,lain_lain,cord_v1
Thai Iced T. .x1,1,minuman,cord_v1
SEAFOOD MARINARA,7,lain_lain,cord_v1
CREAMY MARINARA SALMON,7,lain_lain,cord_v1
LYCHEE ICE TEA,1,minuman,cord_v1
XLB Org Pork 10x,7,lain_lain,cord_v1
Sicito Babi,0,makanan,cord_v1
Hotplate Tahu,1,minuman,cord_v1
DF Fish Fillet Garlc,0,makanan,cord_v1
LM Pork Belly,7,lain_lain,cord_v1
Siew Mai,7,lain_lain,cord_v1
Kwan Yin Cup,7,lain_lain,cord_v1
Herbal Jelly,7,lain_lain,cord_v1
Onde-Onde,7,lain_lain,cord_v1
VANILLA CHOCO HEART CAKE,0,makanan,cord_v1
Populaire Chocolate,1,minuman,cord_v1
Paddle Pop Choco Magma,7,lain_lain,cord_v1
French Fries,1,minuman,cord_v1
Cheese Burger,1,minuman,cord_v1
SOTO MEDAN+NASI,0,makanan,cord_v1
GADO-GADO,0,makanan,cord_v1
SOTO BETAWI + NASI,0,makanan,cord_v1
KaraageCurryTeishoku,7,lain_lain,cord_v1
Lemon Plate,1,minuman,cord_v1
Dum Dum Thai Coffee,1,minuman,cord_v1
Ori Bento,7,lain_lain,cord_v1
Mango Float,7,lain_lain,cord_v1
F.Wngr GES-HC,1,minuman,cord_v1
Enting2 Dua Bandeng Ori,7,lain_lain,cord_v1
TAHU BAKSO Grg Ayam VC [biji,0,makanan,cord_v1
Soto Betawi,0,makanan,cord_v1
Crab Stick,7,lain_lain,cord_v1
Bakso Lobster,0,makanan,cord_v1
Sawi Putih,7,lain_lain,cord_v1
Jamur Enoki,3,belanja,cord_v1
Maling,7,lain_lain,cord_v1
Sate Padang,0,makanan,cord_v1
SURIMI,0,makanan,cord_v1
CREAMY CHK CLS FTC,7,lain_lain,cord_v1
MIX 4FUN CHOCOLATE,1,minuman,cord_v1
GREEN ITSODA PITCHER,1,minuman,cord_v1
SC/R GRILLED STEAK,1,minuman,cord_v1
PEARL CHOCO TEA,1,minuman,cord_v1
GREEN TEA LYCHEE,1,minuman,cord_v1
TUTUP SEAL,7,lain_lain,cord_v1
CUP 14 OZ,7,lain_lain,cord_v1
S-Milk tea,1,minuman,cord_v1
HAZELNUT CHOCO MT (R),7,lain_lain,cord_v1
M-Passion Fruit Mac,7,lain_lain,cord_v1
PAKET BER4 UP3,7,lain_lain,cord_v1
Chocochip & Walnut,7,lain_lain,cord_v1
Plastic Bag Small,3,belanja,cord_v1
REGULAR,7,lain_lain,cord_v1
K7 1217,7,lain_lain,cord_v1
<FC Winger HC,7,lain_lain,cord_v1
PAKET BER4,7,lain_lain,cord_v1
50% CHICKEN ROYAL,0,makanan,cord_v1
SAYAP,7,lain_lain,cord_v1
PAHA BAWAH,7,lain_lain,cord_v1
-TICKET CP,2,transportasi,cord_v1
J.STB PROMO,7,lain_lain,cord_v1
Y.B.BAT,7,lain_lain,cord_v1
Y.BASO PROM,0,makanan,cord_v1
JASMINE MT ( L ),0,makanan,cord_v1
DONAT GULA,7,lain_lain,cord_v1
ICE BLACKCOFFE,1,minuman,cord_v1
AVOCADO COFFEE,1,minuman,cord_v1
CHIKEN KATSU FF,7,lain_lain,cord_v1
CHOCO CUS ARD PASTRY,7,lain_lain,cord_v1
Kupon 15,7,lain_lain,cord_v1
Bumbu Kaldu Ayam 1,0,makanan,cord_v1
BANABERRY FRESH CREAM CAK,1,minuman,cord_v1
BLUS WANITA,7,lain_lain,cord_v1
SHOPPING BAG,3,belanja,cord_v1
RedVelvet Cheese Slc,1,minuman,cord_v1
Chicken Baked Rice,1,minuman,cord_v1
Fish n Chips,0,makanan,cord_v1
Iced Tea,1,minuman,cord_v1
[LG] BLACK SAKURA,7,lain_lain,cord_v1
IVINERAL WATER (bundling) 5k,1,minuman,cord_v1
Goblin's Mace,7,lain_lain,cord_v1
Mozarella Hot Dog,1,minuman,cord_v1
Chili Pepper Croquette,7,lain_lain,cord_v1
Cheese Croquette,1,minuman,cord_v1
Plastik Amook,3,belanja,cord_v1
Plastik Putih Take Away,3,belanja,cord_v1
Propolis Cair,1,minuman,cord_v1
AMBUSH DBL CHS,2,transportasi,cord_v1
AMBUSH CHS BUR,2,transportasi,cord_v1
cashew nuts chkn,7,lain_lain,cord_v1
garlic pepper beef,0,makanan,cord_v1
red curry beef,0,makanan,cord_v1
phad thai,1,minuman,cord_v1
steamed rice,1,minuman,cord_v1
NASI GOR SFD TLR,0,makanan,cord_v1
Nasi Cap Cay Porsi B esar,1,minuman,cord_v1
Teh Tawar,1,minuman,cord_v1
Fu Yung Hai,7,lain_lain,cord_v1
Kupon 3,7,lain_lain,cord_v1
Ash Chick Sambal Matah,7,lain_lain,cord_v1
Jamur Goreng,0,makanan,cord_v1
CREAMCHEESE BREAD,1,minuman,cord_v1
LUNCH BOX 3P SET W/RED BAG & SP00 N.,3,belanja,cord_v1
RICE CASE 7L W/CUP,1,minuman,cord_v1
LUNCH BOX 3P SET W/BLACK BAG & SP OON,3,belanja,cord_v1
Snack Lestari All,1,minuman,cord_v1
"Bakery Aneka Sisir Banana,Pizza,yoko,Mar mer,Daging,abon,keju,cokelat,dll",0,makanan,cord_v1
Chicken Maryland,0,makanan,cord_v1
Cappucino (Hot/Iced),1,minuman,cord_v1
Naga Lychee Juice,1,minuman,cord_v1
Cafe Latte,1,minuman,cord_v1
Hot Chocolate Marshmallo,1,minuman,cord_v1
Chicken Cesar Salad,1,minuman,cord_v1
Lychee/Peach/Lemon/Mango,1,minuman,cord_v1
Chicken HCC. 1Pcs,0,makanan,cord_v1
Mike & Ike Original,0,makanan,cord_v1
Mike & Berry,0,makanan,cord_v1
Roti Keju Manis.,0,makanan,cord_v1
S-Bubble Milk Tea,1,minuman,cord_v1
S-Caramel Milk Tea,1,minuman,cord_v1
COPIA 1 /GB,7,lain_lain,cord_v1
PLASTIC BAG RED CENTRAL SI,3,belanja,cord_v1
S-Hazelnut KOI Cafe,7,lain_lain,cord_v1
Ptgs Eggtart,7,lain_lain,cord_v1
Choco Melt,7,lain_lain,cord_v1
Superice Cauburry,1,minuman,cord_v1
(TA) NASI GRG TERI MEDAN,0,makanan,cord_v1
(TA) BIHUN GORENG SEAFOOD,0,makanan,cord_v1
(TA) KWETIAW SEAFOOD SIRAM,7,lain_lain,cord_v1
(TA) NASI GORENG,0,makanan,cord_v1
Pecel Komplit + Nasi,0,makanan,cord_v1
SOTO KUDUS,0,makanan,cord_v1
KACANG MERAH,7,lain_lain,cord_v1
APPLE CINNAMON PASTRY,7,lain_lain,cord_v1
ICED GT,1,minuman,cord_v1
PHO BO TAI,0,makanan,cord_v1
Tahu Isi,0,makanan,cord_v1
Kepiting 7-8.4ons - Chilly 0.7 1,7,lain_lain,cord_v1
Udang Telur Asin - Regular,0,makanan,cord_v1
Kailan 2 Rasa,7,lain_lain,cord_v1
Mantau - 2 pcs,7,lain_lain,cord_v1
Sweet Tea,1,minuman,cord_v1
Mantau - 3 pcs,7,lain_lain,cord_v1
Topping Milo Sparkle (untuk 1 Po rsi),0,makanan,cord_v1
Bola Ubi Mini Original (14 Pcs ),0,makanan,cord_v1
TEH KOTAK,1,minuman,cord_v1
XXI Java Tea (M),1,minuman,cord_v1
Kopi Susu Kampung.,1,minuman,cord_v1
SINGLE SCOOP,7,lain_lain,cord_v1
Bubur Polos + Telur,0,makanan,cord_v1
PILLOW DURIA,7,lain_lain,cord_v1
=*LARGE*==,7,lain_lain,cord_v1
=*MEDIUM*=,7,lain_lain,cord_v1
Cuka Apel Tetes,1,minuman,cord_v1
SPRITE,1,minuman,cord_v1
GRILLED CALAMARI,7,lain_lain,cord_v1
Chocolate Log Cake,1,minuman,cord_v1
Snowman Cake Chocolate,1,minuman,cord_v1
Strawberry Log Cake,0,makanan,cord_v1
Nasi Tambah,0,makanan,cord_v1
Ayam Pop,0,makanan,cord_v1
Samabal SP,7,lain_lain,cord_v1
Sambal Gabus Asin Cb,2,transportasi,cord_v1
Kerupuk Kuah,7,lain_lain,cord_v1
Ikan Bawal Besa,1,minuman,cord_v1
Teh Es,1,minuman,cord_v1
Es Batu,1,minuman,cord_v1
PHOTAI CHIN,1,minuman,cord_v1
BAKSO BNGKS,0,makanan,cord_v1
GORENGAN,0,makanan,cord_v1
TAHU GORENG,0,makanan,cord_v1
CAKWE,7,lain_lain,cord_v1
PHO TAI CHIN(R),0,makanan,cord_v1
TEA,1,minuman,cord_v1
BUBUR GO,0,makanan,cord_v1
PUYUH GO,7,lain_lain,cord_v1
SATE ATI GO,0,makanan,cord_v1
BLACK PAPPER MEATBALL PAS,0,makanan,cord_v1
